用户ID,评论文本,发布时间,IP属地,景色评分,趣味评分,性价比评分,赞同数,收藏数,出行类型,评论星级,评论类型
41233926,回到广州才了解到白云山的管理模式也在向青秀山学习👍看来我们游玩了南宁的青秀山收获还是满满的～游览车坐了、园区小火车体验啦感觉都不错😍景区管理很到位！值得推荐游玩的南宁景点😎🎊🥰回到广州才了解到白云山的管理模式也在向青秀山学习👍看来我们游玩了南宁的青秀山收获还是满满的～游览车坐了、园区小火车体验啦感觉都不错😍景区管理很到位！值得推荐游玩的南宁景点😎🎊🥰回到广州才了解到白云山的管理模式也在向青秀山学习👍看来我们游玩了南宁的青秀山收获还是满满的～游览车坐了、园区小火车体验啦感觉都不错😍景区管理指引游客观赏游玩很到位！值得推荐游玩的南宁景点😎🎊🥰,2025-02-15 发布点评,广东,5.0,5.0,5.0,0,0,家庭亲子,0,未知
410599168,南宁作为广西旅游的中转城市 个人觉得还挺好吃又好玩儿的～青秀山应该属于标志般的存在 城市里的一座天然氧吧 门票价格感人 携程还能更优惠真香 唯一失误是低估了雨天的温度 区别于固有认知中的早晚凉中午热 一早出门还不觉得冷就没带厚外套 但越逛情况越不对劲  行程才一半的时候被迫回酒店加衣服 给青秀山留下一半未游览的遗憾  也多了下次再来的理由～租电车80-小时  简餐价格正常米粉14-16元一碗 份量不大  小朋友画脸38  小火车单线单程10元/人,2025-02-12 发布点评,新疆,5.0,5.0,5.0,0,0,家庭亲子,0,未知
58439708,去南宁做了很多攻略，大多数都是推荐去青秀山！因为天气原因，在离开南宁的最后一天去了青秀山！我们是开车自驾去的，看攻略自驾是推荐到北门和西门！我们直接导航到北门，因为是大年初七，假期最后一天，所以还是人山人海，车流密集，北门外景区停车场已经满了！好在景区外设有临时大停车场，冒似可以停上千辆车，看来节假日自驾选择北门是最正确的！下车后，我们直奔北门！因为在车上就在携程把票买了，成人20！全国五A级景区价格最低的，没有之一！（提前一天买18元），当天买是没有优惠的，小伙伴们如果定下来就提前买，多少也是省啊，哈哈！刷二维码入园，非常方便！现在就可以游览了！我们先看了一下景区导游图，景区大致分东门，西门，北门三个景区！三个景区又分若干个分景区，各个景区中间由电瓶车相连，你可以选择步行也可以选择坐电瓶车！我们是先游览北门景区后，又坐车到东门，游览东门，东门是大型灯展景区，由于时间关系我们没有去西门！个人感觉，体力再好，青秀山一天也游不完！最好分两到三天去游！北门有兰花去，珍贵植物区等等，各种五颜六色的花卉让你应接不暇，流连忘返！兰花园上面有个观景台，可以俯瞰到南宁市区的建筑风貌！小景区紧紧相连，五步一景十步一色，让人感叹大自然的神奇变化！游过北门，我们坐电瓶车到东门，电瓶车区间票价基本都是10元价格合理，不像个别景区，动辄几十元，坐车几分钟！北门到东门坐车至少20分钟，所以价格不高，真的给青秀山园管处点赞👍！东门除了竹园，各种花园外，春节期间建了大型灯会，花灯都是巨型的，主打一个大，有一个大树造型的灯，居然比旁边的真树还大了一圈！各种花灯琳琅满目，真真假假，孩子们穿梭其中，真是人间仙境！给有时间能看灯的朋友提个醒：如果你是下午五点前进入东门花灯景区的，就不用再买58元的观灯的票了，如果你是下午5点后进入的，那时候各个路口就关闭了，你需要另买票进入！5点，5点，5点，重要的事情说三遍！所以我们游玩时，好多家庭都支了帐篷，放了地垫在里面吃喝等待夜幕降临呢！也是，拖家带口10几人，省了5.6百，吃喝都出来了！哈哈！由于时间关系我们不能看了，我们是往出走，看到的是大家一路小跑往里进，那场面真叫壮观！我们是六点多出园的，感觉非常棒，意犹未尽，心里只有一个想法，下次来一定把西门景区不上，否则真的遗憾！青秀山就像它的名字一样，青秀可人，让人难忘！,2025-02-10 发布点评,海南,5.0,5.0,5.0,0,1,家庭亲子,0,未知
30301202,南宁最大的景点，确实大，东南西北四个门，距离很远。景色可圈可点八，比较有意思的荫生植物园，喜欢拍照的可以的，可出圈的。其他的景点大差不差，都是比较类同的。主要是植被比较多，喜欢植物的值得一去。南宁气候比较适中，湿度略高，比较舒适。,2025-02-08 发布点评,广西,4.0,4.0,3.0,0,0,家庭亲子,0,未知
29506898,南宁青秀山公园还是非常值得打卡的，面积超级大。大型假日去，建议不开车，门口堵1小时才进停车场。风景很美，观赏性高，小朋友也喜欢。里面小火车，遇上过年大有抢钱的意思，10元只到一个站，来回20，没有观光车。看价目表，平日里好几个站，感觉还行。,2025-02-07 发布点评,上海,5.0,5.0,3.0,0,0,家庭亲子,0,未知
8474254,个人觉得非常值得去。从高铁站打车去酒店路上意外路过，赶紧放下行李赶回来。大概8点多入园，大概逛了两个小时，从东门到美食街。看的我眼花缭乱，拍了不少照片和视频。感觉各个主题都设计的很不错，大门口的灯最大气，人像的看着有点儿假，后面花卉和仙鹤区域真的好美。美食街我们快晚上10点到的，几乎都要下班了，赶紧买了两个汉堡充饥，以为出园区就没景色了，结果又看到熊猫灯，恐龙乐队灯，也都很有趣。,2025-02-06 发布点评,北京,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
61215263,小朋友很喜欢是亲子旅游的好去处 尤其是水母很漂亮 司机师傅给给力 开车又稳又细心 值得关注 车内整洁，驾驶平稳，活地图认路准，态度好服务佳，主动帮拿行李，司机准时接驾小朋友很喜欢是亲子旅游的好去处 尤其是水母很漂亮,2025-02-05 发布点评,甘肃,5.0,5.0,5.0,0,0,家庭亲子,0,未知
31307268,17块钱的门票，那么大的园区随便玩，过节还有花灯可以看，性价比超高，非常推荐，可惜是下午去的，好多景点没逛到，也庆幸是下午去的，带娃真的累啊！进门先去买了小火车票再逛吧，过节游玩人太多了。带娃的方便带上野餐垫、小椅子的就带上，娃会睡，你会累，这样随时能找地儿坐下休息。,2025-02-03 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
151930408,南宁市青秀山风景名胜旅游区，位于广西壮族自治区南宁市青秀区凤岭南路6号，西起青山路、北至东盟商务区，南面和东面靠临邕江，规划保护面积13.54平方千米，核心景区面积5.86平方千米。青秀山旅游风景区是集旅游观光、休闲娱乐、文化交流、科研科普为一体的风景名胜旅游区。南宁市青秀山风景名胜旅游区于1986年开始重建，于1987年10月正式开放；南宁市青秀山风景名胜旅游区规划为“四区、一园”。主要景点有千年苏铁园、兰园、樱花园、雨林大观、抗日学生军纪念碑等。是国家五A级景区，门票20元，性价比高，值得点赞。,2025-02-02 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
17210092,青秀山位于广西壮族自治区南宁市青秀区，是南宁市最靓丽的城市名片之一。景区规划保护面积广阔，拥有众多自然景观和人文景点。山旷谷幽，林木青翠，以南亚热带植物景观为特色，常年云雾环绕，素有“城市绿肺”、“绿城翡翠，壮乡凤凰”的美誉。从自然景观方面来看，青秀山群峰起伏，岩幽壁峭，泉清石奇，景色十分秀美。游客可以在此远离城市喧嚣，享受大自然的美好。千年苏铁园、兰园、樱花园等园区内种植了大量珍稀植物，为游客提供了一个亲近自然、了解自然的好去处。雨林大观更是占地广阔，拥有各类植物数百种，是领略热带雨林风光的绝佳地点。人文景点方面，青秀山也不乏亮点。观音禅寺等古建筑为景区增添了一份历史厚重感，而抗日学生军纪念碑等则让游客在游览的同时也能感受到革命先烈的英勇事迹。此外，景区内还设有壮锦广场、状元泉文化园等文化景点，让游客在欣赏美景的同时也能领略到广西的民族文化。在游览体验方面，青秀山提供了多种游览方式供游客选择。游客可以步行游览，感受山间的清新空气和宁静氛围；也可以乘坐小火车或观光车游览，节省体力的同时也能更好地欣赏沿途美景。景区内指示牌清晰明了，道路修缮得宜，为游客提供了便捷的游览条件。总的来说，南宁青秀山是一处集自然景观、人文景点和休闲娱乐为一体的综合性旅游区，无论是喜欢自然风光的游客还是喜欢文化历史的游客都能在此找到属于自己的乐趣。,2025-01-29 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
7517524,清秀山主要景点集中在北门，可以看到网红景点阴山植物园以及大片的花海，非常值得来观看。然后参观完以后，可以坐电瓶车环绕整个园区。电瓶车10元一位，性价比也是很高的。5A级景区，票价也不贵，山清秀美，非常值得看,2025-01-25 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
7517524,清秀山主要景点集中在北门，可以看到网红景点阴山植物园以及大片的花海，非常值得来观看。然后参观完以后，可以坐电瓶车环绕整个园区。电瓶车10元一位，性价比也是很高的。5A级景区，票价也不贵，山清秀美，非常值得看,2025-01-25 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
7517524,清秀山主要景点集中在北门，可以看到网红景点阴山植物园以及大片的花海，非常值得来观看。然后参观完以后，可以坐电瓶车环绕整个园区。电瓶车10元一位，性价比也是很高的。5A级景区，票价也不贵，山清秀美，非常值得看,2025-01-25 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
7517524,清秀山的灯会，强烈推荐。整个景区设计非常壮观。晚上灯火交错非常漂亮。逛完这个灯会需要2小时，其中中心地带灯光闪烁，非常美丽。还有青秀山形状的灯下面云雾缭绕，非常好看。前面有一片花海全部都是用灯制作的，仿佛在童话世界。我个人认为清秀山灯会非常非常值得去看，超级喜欢,2025-01-25 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
18193623,超级棒的一个景点，强烈建议预留一天时间！原本打算和民族博物馆安排一天，结果果断放弃博物馆。携程信息有误！西门 北门 东门都有停车场可以停车！西门的东盟景区目前没有内容可看（25.1.12出游），所以从西门进意义不大。景色超级美，也很费腿。景区交通比较费口袋，只要下车，车票作废，需重新购票，别小看5块钱，如果你要每站挨着坐，每个景区的小景点×5，也不是小钱，自己计划好吧。,2025-01-13 发布点评,广西,5.0,4.0,3.0,0,0,情侣夫妻,0,未知
10383063,电车自驾游在南宁中转，临时带父母来逛下青秀山。青秀山真的很好逛，老人家特别喜欢。停车方便，从北门进园，停车场很大环境也非常好，每一排车位都有树荫，充电桩充足，充电桩三小时内充电免费占用，刚好够逛园子的时间，这一点很人性化。景区管理有序，卫生干净，工作人员都很好，由于我们时间有限。逛了几个主要的景点。10元/人坐了一圈小火车，北门出发又回到北门大约30分钟；然后从北门沿着林荫步道走到观音禅寺，拜佛，大卡寺庙咖啡店（非常推荐），咖啡店的楼台非常有感觉，；观光车回到北门，然后逛恐龙乐园，阴生植物园兰园，拍照很好看，老人很喜欢这里。逛下来三个多小时。停车费好像一共6.5。非常良心。南京游必打卡。,2024-12-19 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
6863985,青秀山在市郊，交通方便，不愧为5A景区，前后3天去青秀区，基本上一次去3个景点，每次用时5个多小时，感觉非常漂亮，荫生植物区、热带雨林区、千年苏铁区，竹林区、叶子区等等，都非常漂亮，确实是良心景区。很多植物都有标牌，长了知识了，就是太多了，有点记不住。很值得啊。,2024-12-19 发布点评,河北,5.0,5.0,5.0,0,0,其他出游,0,未知
87619066,美飞了！没想到青秀山有这么大 兰园就很美 逛了一个多钟 然后回北门坐车去东面的莫奈花园/叶子花园 被叶子花园震撼到了 确实没见过这么多这么美的叶子花 漫山遍野 羡慕南宁人的生活龙象塔爬上去俯瞰全城 非常壮观小火车和观光车的设计有点confusing 不如提高价格变成随上随下的通票呢 现在要反复买票和走回头路 对长辈不太友好,2024-10-26 发布点评,江苏,5.0,5.0,5.0,0,0,陪同父母,0,未知
183552210,南宁的五A级景区还是很值得去玩一下的，景色宜人，植物种类非常丰富，喂锦鲤特别有意思，门票价格真是感人，携程买只要18块，而且景区里面饮料的价格和外面价格一样，这真是没想到，必须点赞👍，现在还可以夜游青秀山，特别适合去溜达溜达,2024-10-04 发布点评,广西,5.0,5.0,5.0,0,1,家庭亲子,0,未知
231891319,「青秀山风景区(东门)」还行吧，东门的三角梅虽然没有春节期间的杜鹃美艳（看到德友评论照片，再到现场，有感而发，仔细品味，也是可以找到拍摄角度的。65岁以上免费入园。携程订票验票便捷。二维码出入口扫码即可。,2024-09-29 发布点评,广西,5.0,5.0,5.0,0,0,陪同父母,0,未知
118946845,不愧是绿城南宁，青秀山非常值得一去，进去一定要买小火车票游览，它会带你去各个站点，这样会节省游玩时间，而且帮你省去很多体力，让你玩更多的景点。爬到山顶的观景台还可以俯瞰南宁城区，非常好。体力好的可以在爬一爬古象塔。,2024-09-10 发布点评,内蒙古,5.0,5.0,5.0,2,1,家庭亲子,0,未知
57855132,玩不完，根本玩不完，山西人来南方，想着晚上凉快好好玩耍…结果园区内小交通6点停运…领者倆娃步行到天黑，最远走到古今穿越，然后原路返回北门，这里的蜗牛好大只！我们花盆的绿植，在这里年漫山遍野！园区很大，很出片！,2024-07-18 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
152667719,本来没想逛，看了一下距离还不算远，就去逛一圈。很意外，这个价格的门票，里面的天然氧吧，绿植很丰富，里面很大，适合坐电瓶车，电瓶车价格合理，两三个小时也够用，想徒步的话就多留一些时间。体验感非常不错👍,2024-05-07 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
38305363,景区非常大，去了半天只去了两个地方，兰花展非常美，期待下次还来。只是希望景区能够改进:1是女卫生间太少，排了近百人，时间太长。2是到每个景点距离没有标注，不方便步行。3是水生花园地面湿滑，望能改进。4是忘记进门前拿张导游图，进去后去了两道门都没有找到可以领导游图的地方。谢谢！,2024-05-06 发布点评,云南,5.0,5.0,4.0,0,0,家庭亲子,0,未知
156717928,环境挺好的，里面非常大。走了大半天也就赚了1/3。非常潮湿。中心广场那儿还有孔雀表演。节目也比较多，不好的是观光旅游车。好几条线路都是环线，分不清该怎么做。半路的导航图也不是很清晰，本来地方就大，我们走来走去还净绕圈儿。实在是没有能力全部走一遍。好处就是票价十分便宜。,2024-04-14 发布点评,宁夏,5.0,5.0,5.0,0,0,家庭亲子,0,未知
129342,南宁最值得来的景区，很大很大慢慢逛能逛几天，各个花园都很美，公园细节做的非常好，而且里面的饮料竟然比外面便宜，千万不要信景区外面那些商贩说景区里面买的很贵，其实比他们便宜，这个景区很良心，吃饭也不贵，逛了两天心满意足！20元的门票，那叫一个超值！南宁人民好幸福啊！,2024-04-05 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
62490234,青秀山是在南宁的第一选择，唯一的五星景区，里面交通还算方便，有各个线路的游览车，园区大的没边，靠两条腿走不完。重点批价一下南宁园博园：太太太好玩了！从东门进就是租电瓶车的地方，可以随时锁车离开去玩，非常方便。温馨提示：要有驾照才可以租，如果没有随身携带驾照，可以用12123的电子驾照，配合身份证使用。园区很大，景色宜人。强烈推荐！,2024-03-08 发布点评,北京,5.0,5.0,5.0,0,0,陪同父母,0,未知
1707352,南宁的主要景点 青秀山和当地的湿地公园差不多，但是这里面积特别大，可以坐观光车，有1号线和2号线，小火车10元一个人，观光车5元一个，和公共汽车一样，下车后要重新买票，还是很划算。不过天冷的时候乘车吹得头疼。,2024-02-20 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
1707352,南宁的主要景点 青秀山和当地的湿地公园差不多，但是这里面积特别大，可以坐观光车，有1号线和2号线，小火车10元一个人，观光车5元一个，和公共汽车一样，下车后要重新买票，还是很划算。不过天冷的时候乘车吹得头疼。,2024-02-20 发布点评,上海,5.0,5.0,5.0,0,0,家庭亲子,0,未知
6846491,里面太大了，得逛四五个小时，建议租电瓶车，要不就得穿平底鞋，慢慢悠悠的散步可以。否则走起来太累了。建议从东门进，把东门几个点看一看，再环绕着池塘回到水生植物那一块乘小火车再去北门逛。春节有灯展，晚上五点以后比白天有意思。,2024-02-16 发布点评,泰国,5.0,5.0,5.0,0,0,家庭亲子,0,未知
50780570,[烟花]踏入子时正式进入2024龙年大吉[福][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花]🪷观音禅寺🕚子时头炷香[發]发大财👌🏻[烟花]🐵🐭🐲三合年万事顺遂 身体健康😊🤑,2024-02-11 发布点评,广西,5.0,5.0,5.0,0,0,朋友出游,0,未知
20176180,入园很方便，直接扫二维码，当天去的时候下雨比较冷，不是很方便。景区实在太大了，电瓶车和小火车也分很多条路线，感觉一脸懵*，而且电瓶车票不能随时上下，是买一张票只能坐一次，下车之后再坐就得再买一张票，那天坐电瓶车都坐了百来块钱。而且兰花苑还没去成，因为看兰花得回到起点改坐小火车,2024-02-04 发布点评,广西,5.0,5.0,5.0,0,0,家庭亲子,0,未知
3135188,去的时候天气不好，友谊长廊长600多米，可以避雨。它是广西各族和东盟国家的人文图片展。我并没有留意图片，它太小了。在各种木制的造型中几乎不会去看那些现代气息的照片。观音禅寺很大，有人在那里上香。青秀山＂千年苏铁园＂中的＂苏铁王＂，已有1360多岁。千年苏铁园世界闻名，是全国＂景观最好、树龄最老、胸径最大、植株最高＂的苏铁专类园。,2024-02-04 发布点评,广东,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
13010050,景点门票倒是很便宜，现场20，携程18。可以在里面逛一天，很大的一个公园，也是植物园。里面苏铁，兰花都很不错。里面有景区交通车，也可以全程徒步。建议至少半天时间，如果整天时间更好（徒步）。可以去官网有一个导游图。里面有线路建议。不一定全部走到，公园比较大。没有什么惊艳的风景，就是一个很大的公园或植物园，景色也不错。,2024-01-18 发布点评,广西,4.0,4.0,5.0,0,0,单独旅行,0,未知
78057998,我带着80左右老爸老妈去的，老人免票，我的20元成人票，从东门进去就是叶子花园，南宁不愧为中国的绿城，花园城市，这个季节去青秀山里面风景太好了，叶子花园和莫奈花园简直是花的海洋，里面太大了，值得好好逛几天，别的地方都没来得及逛,2023-12-03 发布点评,陕西,5.0,5.0,5.0,4,0,家庭亲子,0,未知
160893237,风景非常好，但是园区很大，带着老人孩子有点逛不过来。景区的服务有待加强，里面观光车小火车，都是不同的路线站点，游客有点搞不清楚，应该在入口处有个详细介绍。里面蚊虫非常猖獗，一定要备好防蚊用品，建议景区也适当处理一下,2023-08-18 发布点评,云南,5.0,5.0,4.0,0,0,家庭亲子,0,未知
3987183,景区很大可以坐缆车游览全程，登高望远，天然氧吧，有人文景观也有自然风光，可以慢慢在里面逛一整天，不愧是南宁的标志性景区。,2023-08-08 发布点评,北京,5.0,5.0,5.0,2,0,,0,未知
33903341,青秀山风景区南宁市青秀区凤岭南路来到南宁必定要来青秀山逛逛，这里人杰地灵、山青水秀，是旅行的好去处。景区内设有大型停车场，收费合理。提前一天在平台上购买门票，到达景点凭二维码进入。景区内分有不同的小景点，每个景点之间距离较远，记住进门后：购买观光车套票（可无限次乘坐）。必去的景点：观音禅寺、雨林大观、龙象塔、兰园、萌生植物园、抗日学生军纪念碑等。当时是春节，广场设有大型迎春花展，成为众游客的打卡之地，植物+卡通摆设显得很有新年气氛。桃花园17点后要另外购买门票（没有必要进去睇）。可能是春节的原因，观光车改了路线，乘坐比烦锁，有些小景点之间需要重复路线。,2023-05-22 发布点评,广东,5.0,5.0,4.0,0,0,家庭亲子,0,未知
230490227,青秀山是国家5A景区，南宁植物园，城市绿肺，面积很大，可以逛一天，东南西北四个入口，10元小火车很有必要。因为时间紧，北门进，东门出，逛了水生花园，叶子花街，特别适合拍照打卡，繁花似锦，赏心悦目，满意而归！,2023-04-29 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
1010141,各种小景的布置，各种花卉，拍照非常合适，就是对体力要去很高。建议，走路到观音禅寺，然后坐观光车回来，这样比较好。观音禅寺上香人非常多。水月庵一座在花草掩映下的寺庙，一定要去看看看。在水月庵附近一处小水塘，景色非常不错，最后两张就是图片。,2023-04-12 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
206741428,推荐中午开始入园，从景区东部兰花苑附近开始游览，顺时针向南走，在自己不想去的路段就坐观光车，五元一次，最后能在晚上回到北门附近，全程约四个小时。安排在下午一点到晚上六点内最佳。回到起点附近再决定离开或者去参加灯会，景区部分很值得游览，但灯会我觉得一般，只有很普通的演出和一些灯光设施，有激光水幕算是亮点，但看一会也就腻了，而且他们挑选水幕的内容很差劲，灯会的票慎重选择,2023-04-01 发布点评,吉林,5.0,4.0,5.0,0,0,单独旅行,0,未知
245352365,景区风光无限好！面积大，各种奇花异草🌸！植被覆盖率大！大家玩的好开心快乐啊！挺漂亮哦开心愉快的一天开始了哈哈赞！景区风光无限好！面积大，各种奇花异草🌸！植被覆盖率大！大家玩的好开心快乐啊！挺漂亮哦开心愉快的一天开始了哈哈赞！,2023-03-26 发布点评,广西,5.0,5.0,5.0,0,0,情侣夫妻,0,未知
832254,出乎意料的美，空气太好了，养肺之旅！对青秀山景区没抱太大兴趣的我被惊艳到！我是上午10：00西门进的，右手转弯到景区电瓶车售票处买了一张50元的通票，1号线2号线小火车通用，事实证明此乃非常明智之举，若是靠两条腿走一天也玩不下几个景点的，我到下午五点出来也没有玩完所有景点，挑了几个感兴趣的景点笃悠悠玩的，推荐观音禅寺，兰园（赏梅兰竹和蝴蝶兰，这季节独缺菊），东盟友谊园（郁金香花展），龙象塔今天雾太大登塔也无法拍漂亮的景色，遗憾了，下次天气好的时候二刷一定补上。,2023-02-12 发布点评,广西,5.0,5.0,5.0,0,0,单独旅行,0,未知
22272632,南宁市中心的绿肺，国家5A景区，里面各色各样的热带亚热带植物，琳琅满目，非常震撼，也学到了很多植物的知识，非常有趣。景区人不多，树木花草繁茂空气清新，适合周末爬山锻炼，山顶落日俯瞰南宁市区也非常不错，真的不虚此行,2022-10-12 发布点评,广东,5.0,5.0,5.0,2,0,单独旅行,0,未知
44448238,环境太好了，不愧为南宁的绿肺，天然氧吧。介绍说园内有461万株植物，绿化率达到98%。早上很多老年人在此聚集锻炼身体，走在林子中基本上碰不到什么人，中午开始慢慢人多起来了。好在园子很大，一点也不拥挤也不喧闹。早上八点不到从西门进去，一路走走停停，中午十二点正好逛完西区北区，再坐了观光车回到西门。下次有机会再来逛东区，再感受晚上的各种表演。,2022-07-02 发布点评,,5.0,5.0,5.0,0,0,单独旅行,0,未知
246268889,青秀山北门进，三个古建筑必去景点！后来发现这几个点离西门近，北门进随便走就好多植物、花草的各种景点，后来上到了一个很大的观景台(可能是依兰亭)已经能看见南宁景观，五角星离北门并没有那么远，也就是离开了北门那圈风景，,2021-12-13 发布点评,,5.0,5.0,5.0,0,0,,0,未知
109103620,11月初，趁着周六不上班，带好吃的喝的独自一人前往青秀山。10点半公交转地铁到达门口，携程买好票就直接扫码进去。穿过壮锦广场，到达友谊长廊，爬上山到达烈士墓碑，下山到达状元文化园，再前往那个禅院，再去桃花岛，可惜不是桃花开的季节。往返到大草坪，就往回走了。走走停停在里面逛了5个小时，等来年春天桃花开再去看桃花。,2021-11-07 发布点评,,5.0,3.0,5.0,0,0,单独旅行,0,未知
5099616,5A景区门票20，观光车5元，可能是全国最便宜的价格了。由于进园较晚，本想就坐观光车转一圈到此一游，谁知遇到热情好客的观光车师傅，告诉我们今晚可以在东门看灯展，不用单独收费，只需买小火车的票（10元）去看，结果真是超值，顿感南宁人民的幸福。,2021-09-21 发布点评,,5.0,5.0,5.0,0,0,朋友出游,0,未知
38652654,景区比较大，步行走完的话估计玩一天，里面的观光车很方便，感觉主要是植物园，里面有很多珍奇植物，有植物温室等展馆，尤其是兰花种类多十分漂亮，还有禅寺可以烧香拜佛人很多，龙象塔共九层可以远观南宁城市风光，门票20块感觉很值得。,2021-05-09 发布点评,,5.0,4.0,5.0,0,0,单独旅行,0,未知
249764312,青秀山太大了，一定要提前做好攻略。这次主要是去东区看灯展，所以就没有考虑其他景点。同行一共四人，买的是学生票价晚场，但是进去之后要等天黑一点，才可以看到灯展。建议是带一点面包水果之类的进去，在草坪上面聊聊天、看看风景、拍拍照，也可以体验小火车。,2021-04-19 发布点评,,5.0,5.0,5.0,0,0,朋友出游,0,未知
41928503,青秀山风景区位于广西首府南宁市中心，坐落在蜿蜒流淌的邕江畔，规划保护面积13.54平方公里，核心景区面积6.43平方公里。 青秀山风景区是集旅游观光、休闲娱乐、文化交流、科研科普为一体的著名风景旅游区，拥有迁地保护和园林造景完美结合的经典之园——千年苏铁园、独具热带雨林特色的生态园林景观——雨林大观、全国最大的自然生态兰花专类园——兰园、富有民族特色的壮锦广场、青秀山友谊长廊；汇聚东盟各国国花、国树和南宁友好城市代表性雕塑的东盟友谊园；具有历史文化的状元泉、董泉、明代风格的龙象塔以及具有鲜明亚热带风光特色的棕榈园、芳香色艳的香花园、桃花岛等知名景点；还拥有佛教名刹——观音禅寺、水月庵以及别具异国风情的中泰友谊园等50多个景点。,2021-03-15 发布点评,,4.0,4.0,4.0,0,0,,0,未知
261022220,还是可以去的，青秀山风景区包括凤凰岭，凤翼岭和青秀山，海拔高度八十二米至二百八十九米，气候宜人，奇山异卉，四季常开，古诗曰：“青山四时常不老，游子天崖觉春好，我携春色上山来，山花片片迎春开。”在古代，青秀山已经是邕南著名的避暑游览胜地。,2020-11-25 发布点评,,5.0,5.0,5.0,0,0,,0,未知
7255207,青秀山是南宁唯一的5A级景区，包括凤凰岭，凤翼岭和青秀山，海拔高度八十二米至二百八十九米，气候宜人，奇花异草，四季常开。古诗赞曰：“青山四时常不老，游子天崖觉春好，我携春色上山来，山花片片迎春开。”说的就是青秀山，也说明早在古代，青秀山已经是邕南著名的避暑游览胜地。青秀山主要景点包括：青山塔、凤凰岭、瑶池、泰国园等。,2020-10-26 发布点评,,5.0,5.0,5.0,0,0,,0,未知
1758551,5A景点，携程买的18块门票，售票处要20元特别大，非常非常惊艳，没有逛过这么大的景点。太漂亮了，来南宁一定要看看，实在是太美丽了。山水，塔，湖光掩映，很多珍稀植物。进门不用坐车，返程累了，不得不坐车。,2020-01-16 发布点评,,0.0,0.0,0.0,2,0,,0,未知
111172,青秀山风景区位于广西壮族自治区南宁市青秀区凤岭南路，是国家5A级旅游风景区。门票也不贵。进门一定要买往返的电瓶车，好像9元票价，分两条线，可以在中途几个著名的景点下车游览，但下车后就用掉一次了，最好上山顶后再往底下走比较划算。青秀山顶上耸立的宝塔叫龙象塔，它是青秀山的象征，始建于明万历年间，共有九层，高60米，塔基直径12米，有207级旋梯，为广西最高的塔。与满山青翠的树木相映的是山腰上天池和瑶池这两个巨大的人工湖。湖里有许多鱼，洒上一小把鱼粮，锦鲤都蜂拥而至，大型翻车现场，大鱼都游不出去，在那里张嘴巴摆尾巴，撞成一团。,2019-11-30 发布点评,,4.0,0.0,0.0,2,0,,0,未知
223192426,公园非常不错，门票很值。进了公园门以后有卖小火车票的。建议来旅游的人就不要走了，公园太大走不动。小火车通票50元，有点贵，可以找找电瓶车通票35元。不过我没找到。买了单次的小火车票10元。回程买的电瓶车单程5元。小火车除了外表和电瓶车不一样，本质都是一样的东西。苏铁可以看看，还有假的恐龙和恐龙化石很有氛围,2019-10-06 发布点评,,5.0,0.0,0.0,0,0,,0,未知
3158077,一个很大的景点，可逛性强，景色比较丰富，有观音禅寺可烧香拜佛，观景台可观南宁风景，大草坪可野餐，还有椰树林，龙象塔，中泰友谊园和漂亮的园林景观，春天的时候还可以看花。观光车也很良心，五块钱可以坐很远。如果时间充裕的话，花上一天的时间慢慢逛也是不错的。,2019-05-02 发布点评,,5.0,0.0,0.0,0,0,,0,未知
158175721,交通便利，在市区，门票20元，有热带雨林风光，有观音庙，有兰花，有溪流，有棕榈园，在炎热的天气走在森林里还是很舒服的，值得去！我们当时从北门进的，买了观光车票，5元坐到苏铁园，看苏铁王，再慢慢往回走看景点，看完观音庙坐小火车回北门。有些景点如果包装下这景点完全价格可以上去。比如中泰友谊园和长廊,2019-04-22 发布点评,,5.0,0.0,0.0,0,0,,0,未知
