博主名,笔记标题,笔记内容,点赞数,收藏数,评论数,笔记链接
未知博主,借几张南宁青秀山照片青秀山下午一点多去的，快把我晒糊了公园好大，从东门进的后来坐了小火车去了北门小红书,借几张南宁青秀山照片青秀山下午一点多去的，快把我晒糊了公园好大，从东门进的后来坐了小火车去了北门,144,54,347,https://www.xiaohongshu.com/explore/689b197c000000001d0179e7?xsec_token=ABRerpysDKPe-5oAX6HWyOaEtNDrzSot7Pcz9FKPLsFXY=&xsec_source=pc_search
未知博主,715青秀山实况：那么近那么美每天逛逛小红书,荫生植物园不愧是青秀山的顶流()每次路过都忍不住拍几张这几天雾太大了青秀山南宁100天运动打卡挑战手机拍照治愈系风景绿野仙踪夏天来了绿色系花情实况播报小红书游学团,874,219,120,https://www.xiaohongshu.com/explore/6874c3e50000000012015d1d?xsec_token=AB4LWM2KQJbsSJKFgc9ryHZR2lCsVl8G1gQ3TLac8_gEo=&xsec_source=pc_search
未知博主,无标题,无内容,0,0,0,https://www.xiaohongshu.com/explore/699ec986000000002801fd44?xsec_token=ABi8n4xnI00PHyPWIuQZ2MJ8gWaeV4gyD78PpWt8Af338=&xsec_source=pc_search
未知博主,5元的观光车，青秀山你糊涂啊！小红书,20元的门票居然有如此丰富的美景！5元人的观光车如此舒爽！！真的应该大肆宣传！！青秀山的海拔不算高，但是面积非常之大内容也非常丰富，有热带园林，泰国风情，樱花园，荫生植物园等等，不仅种类丰富，而且园内的装置的审美非常在线！整个园区的道路非常大非常美，随处可见的蜿蜒道路，就算在周末人也不多。阴天也很美丽的地方建议预留5个小时游玩游玩路线步行12公里：北门荫生植物园观音寺古今中外打卡点到桃花坞（过季了）青秀山最高点雨林路环山秀坪乘坐观光车游玩（公园1号线）：环山秀坪西门（有地铁站），途径好几个景点，有兴趣的可以下车。一定要坐观光车！在此起彼伏的路上和美景包围之下，简直就是沉浸式体验过山车一般观光车5元人自动贩卖机的水和外面一样的价格！！古今中外在观音寺出来向右走第三个观赏亭（桃园邀月），向右下去可以看到官方指示牌，不过背光拍摄出图一般般。普通的观光车是5元人，小火车10元人，途径了景点可以下车，但是再次上车就需要再次付费。强烈推荐步行观光车结合游玩环山秀坪的草坪非常美！草皮很完整都是绿油油的！青秀山已经超越了华南植物园在我心里的地位了！大自然国庆去哪儿玩国庆旅游广西广西南宁旅游青秀山广州周边游广州周末去哪儿性价比高,2468,1554,153,https://www.xiaohongshu.com/explore/66f22c3b000000001b022685?xsec_token=ABrEh6nx-oQdZX7b6lv8R672pf5_M-F4f0Tcf0R2lzFcc=&xsec_source=pc_search
未知博主,224青秀山实况：风铃花打卡替你们去了！小红书,外围看只有几棵黄花风铃木开花，走到风铃谷里面，开了挺多豆梨花臭臭的，拍照确实仙气图13黄花风铃木图49丘石花园郁金香图914豆梨园豆梨花海图1518莫奈花园青秀山南宁莫奈花园赏花拍照攻略春天开幕式花情实况播报郁金香治愈系风景周末去哪儿白色系,599,102,133,https://www.xiaohongshu.com/explore/699d4508000000000a029681?xsec_token=ABe8KFsa6K7sUEOdApzP-ewNxWUuTX0WOWqzu4XBRMvTw=&xsec_source=pc_search
未知博主,南宁青秀山就这值20块小红书,我的天呀，青秀山太会了吧！东门的菊花展还值得哦，就光在这看看拍拍就已经半天时间过去了怪不得搞一票玩三日呢公园景区旅游攻略菊花）菊花赏花户外,224,80,36,https://www.xiaohongshu.com/explore/695f9d3e000000001a026546?xsec_token=ABbJYPTFKiTd4X1hD_dBj4Q09EdUSFMpyLjUUcvZ2G-6s=&xsec_source=pc_search
未知博主,攻略青秀山广西南宁小红书,攻略青秀山广西南宁,272,305,64,https://www.xiaohongshu.com/explore/6995ac26000000001a0354ce?xsec_token=ABJgOr2CckGvXRBl0rQ3B14OX5R7R-FqQgSvcqj3r1iJA=&xsec_source=pc_search
未知博主,南宁青秀山你绝美！今日无数次打开相机小红书,我宣布青秀山就是南宁最值得来玩的景区不用挤人山人海，不用等网红打卡点，按我的路线走，轻松出片不踩雷出行Tips：门票20人，建议自驾，一定从东门进。如果早上去的话人超级少，基本可以承包整个公园东门进直接冲丘石花园，中间别停留我们是乘坐观光车去的，步行大概30分钟，沿途全是工作人员，问路很方便返程再慢慢逛，不浪费每一处风景绝美水边S弯：喷雾是正点每30分钟一次，可以跟着喷雾时间调整步行速度到菊花展正门后，再走5分钟就到水边啦S弯小道旁有个上坡，上去以后就能看见小猪佩奇，再往前没多远就是图1图4的白雪公主和小矮人，这个部分的菊花我最喜欢！面积小小的但五颜六色的超漂亮超出片。南宁拍照南宁小众公园南宁周末去哪儿南宁遛弯圣地周末去哪儿小红书赏菊大会赏花好去处南宁拍照南宁旅行青秀山拍照花情实况播报南宁同城广西旅游广西,651,291,36,https://www.xiaohongshu.com/explore/6943b476000000001f0041c9?xsec_token=ABE5-FVqc0fF-454bO_ZreL8rNWbvakj99VwCtxV3lJHw=&xsec_source=pc_search
未知博主,南宁你美！小红书,南湖公园p1p7，免费公园很大但是太热了我们就逛了名树博览园就是p1那个地方真的好美青秀山p8p15门票20里面也是很大每换一个地方需要乘坐小火车5元起步，我们去了很火的萌生植物园p12那个水雾要等15分钟（具体忘记了）才喷一次感觉不到一分钟就停了蛮好看的就是人太多了，然后就做了小火车10去水生花园，除了p12其他都是在这个地方，美是美但是真的太热了而且没有遮挡的地方，赶紧拍完就坐小火车回去了南宁南湖公园青秀山公园拍照广西旅游谢谢大自然被大自然治愈了,985,475,32,https://www.xiaohongshu.com/explore/68a8562f000000001d021ac1?xsec_token=ABixiWPAnVvREvrcbyAZ-BwXe8PXFP6DKgAeH15kmjyow=&xsec_source=pc_search
未知博主,青秀山，半天这个路线走逛包出片的！！小红书,过年的青秀山这么多很多人，但是也这么多很美呀！！！花灯摆设感受到了满满的过年氛围！每一处的花花都开得好美呀！绝了！路线推荐：半天时间中午从东门进先逛叶子花园拍三角梅下来到水生花园拍各种小草花往右走到梨园拍梨豆花超级，绿叶白花，超级仙到这里可以直接坐小火车去南门丘石花园拍绝美郁金香了走出来在音乐草坪的河边看打铁花水上飞人表演！！结束青秀山拍照青秀山攻略一键播放春天交换春天春天开幕式梨花青秀山拍照青秀山东门青秀山樱花青秀山梨花,22,12,0,https://www.xiaohongshu.com/explore/699bd8b2000000001b01ff8b?xsec_token=AB13t8-SEquXXZifEhCUShU5CtlrJVuR0-G0Sg4BUJs2A=&xsec_source=pc_search
未知博主,南宁结束小红书,D1博物馆三街两巷打铁花D2青秀山茶敷洗头吃：遍地都是老友粉，被酸笋腌入味，嗦了三天粉，选的两家饭店一家比较特色，另外一家连锁不推荐喝：随机喝到了一些水果果茶，最喜欢青芒果盐汽水，虽然能喝到一些粉粉的东西，但喜酸人士狂喜玩：博物馆人流不算多，准点会有免费讲解可蹭；青秀山，85湿度32度的天气，含氧量超高，低能量人士爬了五个小时依然剩个底电，小火车点位挺多的，但要注意都是单程票，下车即作废乐：爬山后朋友找了家据说是当地特色的茶敷洗头，连搓带洗加头部肩颈按摩，一套下来感觉自己是一颗被搓得发光的果酱烤鸭住：这次住的地方就在金湖广场地铁站旁边，玩的行程基本都覆盖在地铁前后五站，少了很多赶路的时间，推荐这一站总的来说感觉节假日的南宁，人流几乎都聚集在中心商圈，推荐打铁花和青秀山南宁青秀山懒得p图回家睡觉,1097,560,26,https://www.xiaohongshu.com/explore/683d22e5000000002300d147?xsec_token=ABNAGLTp4TaV6jkXEeQ1uUCKm71hi5VK6xenZ37xQ5sz0=&xsec_source=pc_search
未知博主,广西初体验！小红书,青秀山吸氧记下午三点才进去的，进去了才知道里面超大，根本逛不完。时间匆忙，这次就去了兰园、荫生植物园和环山秀坪，坐了两次松鼠观光车（5元次）听说一票（成人20元张）可以用三天，下次再去！推荐路线：北门兰园荫生植物园观音禅寺桃花坞穿越古今打卡点环山秀坪荷花池步云门桂花园水生花园东门美食暴击爆炒生料（侏罗纪）、螺蛳粉（阳奶佬）、横县鱼生、果酱烧烤，其它的有老友粉、生榨粉、卷筒粉、干捞粉、生料粉等等，随便进的店都好吃，除了酸嘢吃不惯，美味均在四颗星以上！关于饮品阿嬷手作、巨人老盐水、煲珠公、还有路边买的清补凉南宁真是个花园城市，绿化超好。在这里可以实现水果自由，晚上11点小吃摊的人都很多。请问广西靓仔靓妹，广西还有什么好玩的好吃的，求推荐呀广西旅游南宁美食螺蛳粉推荐青秀山太平古城广西美食总要出门看看吧记录吧就现在广西崇左旅行plog,48,19,4,https://www.xiaohongshu.com/explore/68445062000000002301d513?xsec_token=ABnkqbwwpZCSiVaJ5x-TsR0E-QLYa7KWpGXkHfXeO5Ywc=&xsec_source=pc_search
未知博主,青秀山公园西门进的不费脚路线（附图）小红书,带老人去逛青秀山公园，因为腿脚不便，所以一开始就立flag尽量坐观光车少走路（主要景点在图1用花花标记）。但是因为不同路线的观光车只能到固定点购票和乘坐，不小心在买票的时候走了回头路，所以立个帖子避坑。1乘坐地铁3号线到青秀山公园站，下车地铁后就是景区西门；2西边没有特别想逛的景点，所以直接乘坐观光车1号线到观音蝉寺站下车（拍照烧香拜佛），或者到环山秀坪站下车（拍照看孔雀）；3乘坐观光车2号线到北1门，参观荫生植物园（网红拍照点，有喷雾和青苔小球），附近还有兰园，需要稍微走点路（带老人不方便所以跳过）；4参观荫生植物园之后，要往下走（注意不要往左手边走！）找到小火车3号线到售票点和乘车处；5乘小火车到东区叶子花园站下车，参观莫奈花园、水生花园和叶子花园（超多花花适合拍照），最后从东门出；6饮食：中午入园前先到西门附近吃了甘家界牌柠檬鸭(青山店)，每份菜的份量巨大，店里人很多，11点到的时候还有空位，12点门口开始排队等位啦，不能电话预约排队晚上东门出来之后，打车去吃了舒记老友粉，点了微辣（不知道微辣巨辣，还自己多添了辣椒，结果直接辣哭），吃完发现附近还有很多美食店店，比如大熊熊螺蛳粉、砂锅串串、烧烤、酸嘢7景区里面物价跟外面一模一样，这一点很赞，观光车费用不少，小火车10元人，观光车5元人，下车后再上去需要重新购票，所以想去的景点一定要提前规划好。青秀山青秀山风景区逛吃逛吃南宁,4225,2978,59,https://www.xiaohongshu.com/explore/6700cb39000000001902cbfa?xsec_token=ABvyzu6ddL_w6abxLGfylnuqXsmPVCE0fDD8Csz7osrFo=&xsec_source=pc_search
未知博主,213青秀山实况：雨天的莫奈花园也太美了吧小红书,好喜欢烟雨蒙蒙的天气走在雾中心旷神怡，呼吸都舒畅多了青秀山新上的粉色小松鼠观观车粉突突的，可爱疯了图15荫生植物园图67苏铁园图812天池图1314环山秀坪图15中泰友谊园图1617凤翼路图18桃花坞北门北门北门桃花坞观景台桃花岛萧台香花园观山秀坪天池千年苏铁园松涛路回头是岸牌坊花梨道凤翼路荫生植物园北门青秀山南宁莫奈花园绿野仙踪治愈系风景交换春天周末去哪儿徒步丈量世界雨天拍照春节主理人,48,16,12,https://www.xiaohongshu.com/explore/698ebd40000000000c037cff?xsec_token=AByY28OkJf9YL_zEh0GdjOtX5DbWbKgzbI5ze97N6W4Y4=&xsec_source=pc_search
未知博主,南宁青秀山你又让我出片了小红书,我是一心想拍照打卡的所以选了东门进，下午不急不晚去的，就逛了3个地方，不过也是狠狠出片了。温馨提示：如果大家下午去的话，要留意天黑时间，我6点多的时候出去黑漆漆没有灯，还好有几个路人也是出去的，不然还是有点害怕的南宁青秀山打卡出片南宁旅游,30,4,4,https://www.xiaohongshu.com/explore/695a4c59000000001e00e371?xsec_token=ABc0Ae7lofjISj-htQ3oZy22ufOh5OBQlKHMeyld25wQE=&xsec_source=pc_search
未知博主,青秀山小红书,去青秀山拍照，周二去的，本来想去风铃谷结果人好多出不了啥片就去旁边的大草坪了，超级出片美丽归美丽，和大家说一下最近我觉得流感高发期尽量别去人多的地方凑热闹了，不然和我一样，第二天腹痛，我以为是吃早餐造成的，下午开始四肢无力头晕，就去校医拿药，晚上就开始发烧了很痛苦啊和我一起的小姐妹也是第二天拉肚子出现头晕，所以大家能不去青秀山就别去了人太多了！（我是标题党哈，如果不害怕也可以去青秀山还是非常出片的）比美照更有生命力生命力溢出镜头啦南宁青秀山,1414,237,271,https://www.xiaohongshu.com/explore/67deb7dc000000001b03a71d?xsec_token=AB4gfwNYPAsQv43QzZNU4hF6j9bEoPcX6fOlHY6RhEjpE=&xsec_source=pc_search
未知博主,青秀山西门进入路线攻略小红书,去南宁青秀山前，查了很多路线攻略集广大网友智慧，基本都推荐为北门进入因为住的酒店离青秀山西门比较近，就尝试了西门进入，意外发现路线好似更为顺畅。到西门附近会有很多司机拉客，告知西门无好景需要爬山，可以打车拉至东门，这时不要动摇，从西门进入。西门亮点景点较少，如果想保持体力，可以步行一段浅逛下壮锦广场、铜鼓音乐台，然后返回入口处附近乘坐观光车至观音禅寺站游览观音禅寺。结束后花季可以步行前往桃花岛，中途会经过古今同框可以打卡（桃花坞台阶下），游览完桃花岛，可以在其站点乘坐观光车至步云门站打卡龙象塔，不是花季的时候，可以省略桃花岛站（没有花海，只有一片光秃秃的树），直接观音禅寺站乘坐观光车至步云门站打卡龙象塔。结束后返回站点乘坐观光车至北门，游览荫生植物园、兰园等。结束后乘坐小火车至东门，游览水生花园、叶子花园、莫奈花园等东门离开。全程不走回头路很顺畅，三次观光车一次小火车，总计25元，适合时间比较紧，着重打卡亮点行程的家人们。青秀山青秀山西门,5,7,4,https://www.xiaohongshu.com/explore/699e93c8000000001a024baa?xsec_token=ABi8n4xnI00PHyPWIuQZ2MJ1o-yrZqGB110y0bhtrxDZ4=&xsec_source=pc_search
未知博主,青秀山找出这几个机位·把南宁拍出小清新小红书,从北门进入向左走到兰园，穿过荫生植物园（图2），右边的小楼梯向上走就会看到一片绿草地（图35）往北门方向返回，按指示牌找2号线观光车（图6），坐观光车到观音禅寺，门口就是无畏咖啡（图7）返回观光车上下车点，再次坐观光车回到到北门转乘小火车（图910）到水生花园，这里的莫奈花园、叶子花园都很好拍，走进花丛中就很出片（图1113）往东门方向，看到图14上坡到南宁版孤独的树（图1517），拍照后下坡结束从东门离开园区。·tips1：快速游园用时5小时。青秀山非常非常大，还有很多景点值得打卡，细细游园需要做特种兵。tips2：必须穿白色或浅色裙子tips3：无畏咖啡里的纪念冰箱贴13块9值得入手tips4：观光车有分普通观光车和可爱小松鼠游览车（图8）tips5：观光车与小火车不一样，游览线路也不同，注意区分。观光车扫码购买，一次5元，小火车人工售票处购买，一次10元。·单个景点的拍摄机位之后更新·照片里的青春小众拍照地城市里的私藏秘境一秒进入宫崎骏的童话世界一不小心掉进夏天的颜色南宁青秀山拍照青秀山公园拍照避开人流的小众赏花地森林公园城市里的绝美公园,1033,764,29,https://www.xiaohongshu.com/explore/6860d9200000000013013378?xsec_token=AB_ynLm4sJannh3W3yr6tr0NhTRoChiIG_jg2Eh03XKkQ=&xsec_source=pc_search
未知博主,一图看懂南宁青秀山全攻略小红书,我出去旅游就喜欢去当地人中意的景点，体验本地人的闲暇时光今天给大家分享的青秀山，便是南宁人的后花园。青秀山超大，但我只用了半天就玩好了。选择合适的交通，按照以下游玩路线，你也能做到！交通方式：公共交通：北门进，西门出自驾：北门进，北门出景区交通：小火车：有三条路线，北门进选3号线小火车（如图2）观光车：有两条路线，北门进选2号线观光车，中途可换乘1号线观光车去西门（如图2）接下来就是我的实测路线，8点半北门入园，12点半西门出园。830北门入园840步行300米到荫生植物园910回北门乘3号线小火车到叶子花园站，游玩水生花园、莫奈花园，直至东门1000乘3号线小火车返回北门1010步行400米至北1门，乘坐1号线观光车1040到达观音禅寺站游览观音禅寺1100出观音禅寺右转，步行500米到达古今同框打卡点1120步行300米至桃花岛站乘观光车（1、2号线都行）到千年苏铁园站1200下车后步行400米至龙象塔1230返回千年苏铁园站乘1号线观光车到西门出园；或乘2号线观光车到北门出园以上游玩路线需乘坐2次小火车，3次观光车。合计35人，1米2以下儿童免费。建议一次性把2张小火车，3张观光车的票都买好，避免反复排队买票。为避免排队，请将青秀山行程安排在早上，越早越好！观光车，小火车8点开始运营。我12点返程途中亲眼所见哪哪都排队此行青秀山，我把这个季节能玩的景点都玩了。樱花季还可以去樱花园玩，喜欢棕榈树大草坪的可以去环山秀坪玩。青秀山玩好后，我还去了东盟盛天地吃饭打卡南宁楼梯，下午去了亭子码头，晚上去的三街两巷，西关夜市。后面我会更新南宁一日游攻略。以上为广西南宁青秀山半日游原创攻略，后面我会更加努力，为大家带来更多一图看懂攻略，谢谢大家的喜欢南宁南宁旅游青秀山南宁旅游攻略,1,1,307,https://www.xiaohongshu.com/explore/67a807ee000000002a00d25e?xsec_token=ABd2alcjnc31xujEhauVvzbJAUBKzpVuQ9N7h8wGTiUdQ=&xsec_source=pc_search
未知博主,南宁青秀山荫生植物园不排队攻略小红书,青秀山荫生植物园里的绿野仙踪机位，平时大排长龙，直接换机位2更出片（见图1）大家都在拍机位1，所以机位2基本不怎么用排队，也拍不到路人植物园里面不算很大，逛一圈下来很多机位都很出片每隔15分钟喷一次雾，有阳光的时候就会出现丁达尔效应穿搭指南：推荐穿白色连衣裙更出片南宁女摄青柠拍照呀南宁陪拍青秀山拍照南宁青秀山荫生植物园青秀山荫生植物园青秀山游玩攻略青柠拍照呀南宁约拍,143,72,1,https://www.xiaohongshu.com/explore/6896d7fa000000000403fc1d?xsec_token=ABXmLbnvvj2mM-Y4RXpJUlR0G1NkJOL7GTzlKr35Yk-xU=&xsec_source=pc_search
未知博主,无标题,无内容,0,0,0,https://www.xiaohongshu.com/explore/9cc432c8-4b71-45d2-b321-b1a46989dbd6#1772098582209?xsec_token=ABOZr9bMEN1Yx5CV3oT_Nm6z9oc_uaKhkZWr1APBmKiudze1P_Od2KgG85PxafmCO1GkRfGLN3L04NhEwAKPWs6Egeh8IVwq2j9zOSfqwGFck=&xsec_source=pc_search
未知博主,南宁青秀山非常出片小红书,南宁青秀山青秀山拍照我们是早上8点到的，人比较少，北门进，西门出。先到北门荫生植物园，从荫生植物园出门往右边走，会路过好几个拍照打卡地。水生花园莫奈花园再返回北门坐观光车到水生花园，非常漂亮，水生花园，莫奈花园，叶子花园都是挨着的。再从水生花园坐小火车去北门，坐观光车去观音禅寺，走路去古今同框，坐观光车去环山秀坪，走路去苏铁园，最后再坐观光车去西门坐地铁。观光车和小火车票可以现场买，很方便，是单次票。青秀山门票可以提前在公众号上面买，20块。,392,165,38,https://www.xiaohongshu.com/explore/689de60a000000001b03dcf0?xsec_token=ABqiBVjqe-vHGVy857vGU96zpY0Ujh65KUf03Ov-wG82A=&xsec_source=pc_search
未知博主,南宁青秀山最佳打卡机位不排队攻略小红书,青秀山里比莫奈花园还要出片的植物园，大排长龙，每个游客起码拍个十分钟直接换个这个更绝机位（图2）0人在拍完全拍不到路人，抓住漏下的天使光，自带特效多雨的青秀山，阵雨间隙的碎光更加完美植物园像莫奈花园般的云台花园热带雨林风情南宁青秀山拍照,1139,566,110,https://www.xiaohongshu.com/explore/687c99150000000010027b6a?xsec_token=ABPvvZbsaRCWoknnSnpu5WGfIqbWi_VSkt52pJuH6EE-U=&xsec_source=pc_search
未知博主,现在想去青秀山人是不是很多啊有没有在青秀山的实时汇报一下！南宁南宁青秀山南宁旅行小红书,现在想去青秀山人是不是很多啊有没有在青秀山的实时汇报一下！南宁南宁青秀山南宁旅行,20,6,251,https://www.xiaohongshu.com/explore/699940d0000000000a02b57d?xsec_token=ABb6dD341N0uJFZhNHFQ62YZEnN90a_hltxe9uhye_v4g=&xsec_source=pc_search
未知博主,南宁青秀山去了！小红书,狂吸氧ing这个天气去刚刚好，特别舒服p234都在植物园，超级出片！建议穿浅色系衣服哦植物园小森林氧吧青秀山去山林吸氧,316,41,59,https://www.xiaohongshu.com/explore/6923e657000000001d03c996?xsec_token=ABMUsXJuSkdy4xLW3hCtv2dwdwHA6CcuvmXgIspBOzrow=&xsec_source=pc_search
未知博主,广西南宁青秀山小红书,28青秀山早晨8点多到达青秀山北门，步行100米就到荫生植物园了，今天毛毛雨，人很少，拍照非常丝滑，看到了不一样的青秀山，逛完直接去旁边的兰园，打卡了芭蕉叶恐龙，之后做了电瓶车去逛了观音禅寺，走到第三个观景台就到了桃花坞，就到了古今中外打卡的地方，之后去东门逛了莫奈花园，叶子花海，用了一天时间打卡了想要去打卡的点位。非常值得来的南宁青秀山5A级景区南宁游玩攻略南宁青秀山森林氧吧漫步天然森林氧吧森林公园荫生植物园,55,34,8,https://www.xiaohongshu.com/explore/69885f0e000000000903a44f?xsec_token=ABCZM_r2yZNSgOENbDmeLgD6dILyHtioDbH8LanFgOmt8=&xsec_source=pc_search
未知博主,青秀山没想到你能这么大！小红书,：20块钱，我以为随便转转，开始没坐小火车，一顿瞎转，没把我走死。景色值回票价，爱拍照的话能逛一天入园：开车建议北门进！北门进！北门进！重要事情说三遍！！！我从西门进的，太远了，回去还要坐火车回西门游览：别管什么路线，坐小火车就对了，停靠的站都有景点。走路真不行热带雨林气候像莫奈花园般的云台花园热带雨林风情青秀山广西旅游,942,591,276,https://www.xiaohongshu.com/explore/69314a95000000001d03e209?xsec_token=ABdzHN8VQ7Bj_y9z1qyiWZJr9apf55B1zitPP1e-maq8E=&xsec_source=pc_search
未知博主,南宁必打卡！青秀山保姆级攻略隐藏玩法小红书,来南宁怎么能不打卡南宁5A级宝藏景区青秀山！这个藏在城市里的天然氧吧，我整理了这份超全攻略，快码住我的暴走路线（秋冬季）北门兰园荫生植物园观音禅寺古今同框机位环山秀坪荷花池步云门（龙象塔）西门建议从北门进西门出，坐公交从朝阳广场能直接到北门，西门靠近地铁站，返程也很方便，全程打卡点密集，还不走回头路！必打卡景点兰园：一路上各种装置艺术和烂漫鲜花相伴，拍照超好看。我上次去正好赶上南宁夜花园活动，夜游的话，花灯亮起，更有氛围感荫生植物园：妥妥的爱丽丝仙境同款！每1015分钟喷雾一次，阳光好的时候，丁达尔效应绝绝子，拍照光影超赞！观音禅寺：广西香火超旺的千年古刹，建筑古朴雅致，参拜祈福，感受佛教文化的庄严肃穆。古今同框网红机位：以亭子屋檐为前景，远处南宁CBD为背景，古建筑与现代高楼同框，超有反差感。环山秀坪：在观音禅寺乘车点花5r坐观光车直达。这里的孔雀超级活泼！天气晴朗时，在草坪来一场野餐，还能看到远处的龙象塔！荷花池、天池：往步云门方向，会路过这两个池塘，沿途棕榈树摇曳，还有廊桥、亭子、莲花，处处皆美景，步步可打卡。龙象塔（强烈推荐！）到步云门后爬楼梯就能到，登顶9层，邕江、南宁大桥、广西文化艺术中心等南宁地标尽收眼底！晴天视野更好，但注意下午1700后就不能登塔啦。邕州阁：从步云门坐观光车到西门出园后，步行10min到金汇如意坊，打卡邕州阁经典机位。四季限定玩法每个季节来都有新惊喜春夏：莫奈花园不同季节有不同花卉盛放，湖边水雾弥漫，就像油画一样。秋天：叶子公园三角梅花海红透半边天！游览Tips门票贴士全价票仅20元，学生还半价！现场购票还有纸质票，收藏党狂喜文创周边北门游客中心有套色印章明信片，一套5张40r，单张10r！交通指南：景区超大！推荐坐观光车5r次或小火车10r次（单次计费，提前规划路线），别硬走不然腿会废，记得穿舒服的鞋。周边彩蛋晚上可以去琅西夜市开启美食之旅，或者逛东盟盛天地商场。我上次因为赶火车，直接去朝阳广场干饭了下次一定要留时间逛夜市！南宁青秀山深度游攻略南宁旅游周末去哪儿广西旅游机位青秀山风景区,78,79,3,https://www.xiaohongshu.com/explore/68724efb0000000017035f26?xsec_token=AB1LvRrbfPI89YZ5ylLuEM9qGfsmp0uoTaN0pmgM-C6QA=&xsec_source=pc_search
未知博主,南宁青秀山黄花风铃木也太好拍啦小红书,趁着好天气，也是拍上黄花风铃木了建议避开高峰期！周末太多人了大门口很堵车青秀山东门风铃谷，从东门到风铃谷有两公里左右距离，可以步行或者乘坐小火车拍摄时间可以选择下午4点后，傍晚的阳光很柔和一片黄色的花海南宁青秀山周末去哪玩南宁拍照黄花风铃木黄花风铃木拍照南宁青秀山拍照jk,330,104,4,https://www.xiaohongshu.com/explore/67dad20a000000001d02594d?xsec_token=ABWPlPl-fTAJdGYdzYGGcSV673M66fZzRmfVKTlkj8JKI=&xsec_source=pc_search
未知博主,无美颜无滤镜版青秀山小红书,去青秀山的建议从北门进，坐地铁去的宝宝是离西门近的，要去北门建议打车，西门到北门是有一段距离的完全不是一个园区。路线：北门兰园荫生植物园再去坐小火车入园步行先去兰园然后走一走绕一圈就能到荫生植物园啦植物园就是比较网红拍照打卡的地方很多图片都是在那拍的，那个绿色球球有烟的地方烟雾是每隔15分钟开一次所以不用担心拍照无烟雾氛围这两个地方逛完再去找车车（大家都坐小松鼠哈哈）坐的观光线2号线可以窗口买5块钱下车了就要重新买票不是包全程的比较懒的谨慎下车哈哈（这个观光线也可以扫码手机买票的）看到有亭子的地方就可以去等观光线2号路线如下北门观音禅寺桃花坞环山秀坪步云门千年苏铁园站状元泉站学生军纪念碑北门建议：观音禅寺和桃花坞为一站。可以在桃花坞下然后再去观音禅寺这两站比较近，桃花坞分季节看去的月份如果去的月份不合适没有桃花可以不去，有人说观音禅寺许愿很灵，可以去哦没桃花可以直接去观音桃花坞不下。从观音禅寺出发买票坐车到环山秀和步云门为一体。环秀山可以拍拍照，步云门需要爬山一小段中途有一个网红拍照点（一个屋檐的那个）爬到顶部风景很漂亮以上四个点可以下车走动余下的几站可以看个人门票网上买或者现场都可20元网上提前定18元提前买了票可以直接刷身份证进去在门口千万别听那些司机说什么打车走，我刚到北门就离谱的让我去别的门想去西门的可以在园区内坐小火车10元到根据个人选择反正园区很大季节不同可以看的风景也不一样路上听说是随时可以看见孔雀的会直接在路上走，我是在兰园附近看到的孔雀开屏园区贼大想全部玩透据说要两天了没必要，南宁森林氧吧漫步青秀山像莫奈花园般的云台花园,1437,1116,86,https://www.xiaohongshu.com/explore/68406510000000002002b620?xsec_token=ABWADqq58bGsBNeP9PO3lNNX1CVMwr2YNueiHdZ1rEng4=&xsec_source=pc_search
未知博主,青秀山先打车去东门还是北门好游玩攻略小红书,青秀山先打车去东门还是北门好游玩攻略,625,635,160,https://www.xiaohongshu.com/explore/67e5faaf000000000602bb5e?xsec_token=AB2zz__feYi8Ydcu_0JcUD_GAhJ6ajkojaAZNa_KvwakE=&xsec_source=pc_search
未知博主,225青秀山公园实况小红书,南宁真是一座让人来了不想走的城市，今天的青秀山含氧量爆棚，早上10点到了北门荫生植物园，打卡最多的绿毛球点人不多，阴天反而更有调调。关于穿搭，南宁真的穿什么衣服的都有一年四季的衣服都可以在街上看到，平均温度在20左右，今天下小雨略凉一点点，但穿短袖也不会冷，怕冷星人像我，依旧针织毛衣和牛仔裤加短靴，我没觉得热青秀山穿搭春游穿搭大疆pocket3,34,4,6,https://www.xiaohongshu.com/explore/699ea5cf000000001d0100fd?xsec_token=ABi8n4xnI00PHyPWIuQZ2MJ__hWQFFO_InnZm4uUSmaQs=&xsec_source=pc_search
未知博主,青秀山租电车排队久，要准备电子驾照小红书,青秀山，不到九点到达东门，避开了人流高峰，但是租电车排了25分钟。进入东门后，前往水生花园和莫奈花园，真的是花海，太壮观了,10,1,2,https://www.xiaohongshu.com/explore/699933c3000000001a01e3d9?xsec_token=ABb6dD341N0uJFZhNHFQ62YSskCS_wSrREqU09KMWLhFk=&xsec_source=pc_search
未知博主,1220青秀山实况：梦幻仙境一样的落羽杉湖小红书,湖面五彩斑斓的色彩可遇不可求赶紧冲冲冲落羽杉只是部分红了，不影响出片。今天摸黑从珍贵植物园上去，心里毛毛的。不仅开手电筒，还听红歌能量能量加值今天以为是阴天，没想到刚到观景台太阳就出来了，金色的太阳光芒万丈。南宁青秀山绿野仙踪落羽杉红了留住秋天的一百种方式治愈系风景周末去哪儿徒步丈量世界绿野仙踪日出,420,177,48,https://www.xiaohongshu.com/explore/6946386c000000001d03c6ee?xsec_token=ABWYqZt8-AnqMFuxT8o8vtneGDP2cCRy1glxLEhH7WCjQ=&xsec_source=pc_search
